DateTime,p(mbar),Tdew(degC),rh(%),VPmax(mbar),VPact(mbar),VPdef(mbar),sh(g/kg),H2OC(mmol/mol),rho(g/m**3),wv(m/s),max.wv(m/s),wd(deg),rain(mm),raining(s),SWDR(W/m�),PAR(�mol/m�/s),max.PAR(�mol/m�/s),CO2(ppm)
2010-02-10,980.189513888889,-9.329027777777778,81.58402777777778,3.695486111111111,3.012361111111111,0.6836111111111111,1.9139583333333334,3.0731249999999997,1280.0009027777778,1.7652777777777777,2.6863194444444445,112.07854166666667,0.5,21120,21.544791666666665,39.88118055555556,43.33847222222222,412.31180555555557
2010-02-11,982.3438194444445,-7.947916666666667,88.98472222222222,3.774791666666667,3.356666666666667,0.41833333333333333,2.128125,3.416527777777778,1281.3906944444445,3.979861111111111,5.8975,22.63138888888889,2.3000000000000003,56290,30.107083333333335,67.83972222222222,73.8457638888889,412.42499999999995
2010-02-12,985.3404861111111,-5.253125000000001,88.8451388888889,4.652152777777777,4.130486111111111,0.5218750000000001,2.61125,4.191944444444444,1271.7984722222222,1.8070138888888887,3.337152777777778,81.17736111111111,0.6000000000000001,33900,27.948124999999997,63.88361111111111,74.10291666666666,400.3673611111111
2010-02-13,987.7913888888888,-7.357638888888889,82.39861111111111,4.2868055555555555,3.513958333333333,0.7727083333333333,2.215486111111111,3.5576388888888886,1280.5106944444444,1.3685416666666665,2.404375,251.28270833333332,0.1,14550,63.57604166666667,131.30472222222224,144.70145833333333,402.57708333333335
2010-02-14,986.5775,-7.892777777777777,79.25680555555556,4.309374999999999,3.3697222222222223,0.9401388888888889,2.1275,3.415486111111111,1279.0741666666665,1.2580555555555555,1.7772222222222223,126.28298611111111,0.0,2750,60.91416666666666,129.63430555555556,135.9502083333333,411.76180555555555
2010-02-15,982.9010416666666,-8.479861111111111,74.705625,4.335347222222222,3.219513888888889,1.1159027777777777,2.04,3.275625,1273.6875694444445,1.8143749999999998,2.6830555555555557,170.80916666666667,0.0,1820,36.749583333333334,80.319375,86.09868055555555,413.0993055555556
2010-02-16,978.4410416666667,-9.42201388888889,74.99576388888889,4.055347222222222,2.9913194444444446,1.0647222222222221,1.9037499999999998,3.0568055555555556,1272.6803472222223,1.6531250000000002,2.6141666666666667,167.80312500000002,0.0,0,57.20006944444444,120.77833333333335,127.5976388888889,415.5090277777778
2010-02-17,971.7179166666667,-9.601527777777777,73.09430555555555,4.598402777777777,3.0726388888888887,1.525763888888889,1.9701388888888889,3.163611111111111,1262.4718750000002,1.3217361111111112,2.086875,172.5353472222222,0.0,2870,120.49680555555557,215.58729166666666,230.00020833333332,427.3125
2010-02-18,970.8047916666668,-1.4724305555555555,79.79652777777778,6.990347222222223,5.536597222222222,1.4531944444444445,3.5545833333333334,5.7022916666666665,1227.9736805555556,2.9000000000000004,4.280625,180.96118055555556,0.0,1500,65.29312499999999,141.724375,161.795,420.71944444444443
2010-02-19,968.1419444444444,0.2317361111111111,91.69930555555555,6.888333333333333,6.253541666666667,0.6343055555555556,4.02875,6.461805555555555,1225.185763888889,1.0953472222222222,1.8689583333333333,180.88368055555554,4.3,30940,40.878611111111105,94.68034722222222,100.02,426.975
2010-02-20,971.0880555555555,-3.4891666666666667,73.15784722222222,6.542430555555556,4.731875,1.8106250000000002,3.0370138888888887,4.873402777777778,1232.2435416666667,2.9566666666666666,4.575208333333333,215.813125,0.0,810,106.48875,203.75791666666666,245.63722222222225,402.8666666666667
2010-02-21,974.4015972222221,-3.394513888888889,79.58826388888889,6.016805555555555,4.7617361111111105,1.2547222222222223,3.045625,4.886597222222222,1241.654513888889,1.9172222222222222,2.903611111111111,200.19958333333335,0.0,6690,35.944652777777776,81.22194444444445,98.10305555555556,399.67777777777775
2010-02-22,968.5145138888888,-1.0180555555555555,78.06986111111111,7.444027777777778,5.744930555555555,1.6988194444444444,3.699513888888889,5.934374999999999,1221.5743055555556,3.4872916666666667,5.2025,187.96666666666667,0.0,900,72.859375,151.03590277777778,184.44583333333333,400.5493055555555
2010-02-23,967.8642361111112,1.5415972222222223,85.73888888888888,8.178263888888889,6.885625,1.2922916666666666,4.437777777777778,7.115138888888889,1214.1365972222222,3.115972222222222,4.504791666666667,127.8117361111111,6.7,49900,27.471805555555555,63.786944444444444,70.664375,406.12847222222223
2010-02-24,974.2773611111111,1.6109027777777778,91.95486111111111,7.717638888888889,6.938541666666667,0.7786111111111111,4.44125,7.121041666666667,1226.4245833333334,1.4829166666666667,2.1806944444444443,167.72611111111112,0.2,10310,67.59597222222222,139.9871527777778,183.59194444444447,408.2916666666667
2010-02-25,973.28625,1.6925,76.16069444444445,9.45076388888889,6.916527777777778,2.5343055555555556,4.4325,7.1061805555555555,1212.134375,2.9345833333333333,4.425138888888889,190.68090277777776,0.0,0,101.36368055555556,201.80548611111112,291.9734722222222,401.1118055555555
2010-02-26,967.4584027777778,2.502013888888889,74.57652777777778,9.906458333333333,7.350416666666667,2.5557638888888885,4.740694444444444,7.599513888888889,1200.7143055555555,3.904513888888889,6.010347222222222,201.97291666666666,0.0,2460,65.44520833333334,134.80909722222222,161.23277777777778,398.0486111111111
2010-02-27,976.7824305555556,-1.0275,65.45125,8.799861111111111,5.678263888888889,3.1216666666666666,3.6234027777777778,5.812916666666667,1220.8647916666666,4.137083333333333,6.241805555555556,205.79583333333332,0.0,0,128.644375,245.42680555555555,303.0872222222222,395.7048611111111
2010-02-28,964.5808333333334,-0.4477083333333333,56.26479166666667,10.931319444444444,6.0438888888888895,4.887152777777778,3.909236111111111,6.269027777777778,1192.991875,5.9909027777777775,9.400416666666667,191.8048611111111,0.8,7140,76.72826388888889,155.70694444444445,239.0992361111111,395.50347222222223
2010-03-01,978.2176388888888,-1.1505555555555556,68.8542361111111,8.2825,5.627847222222222,2.655,3.5871527777777774,5.754166666666666,1226.1725694444444,3.9263194444444443,7.290347222222222,236.03263888888887,0.2,7850,82.37777777777778,164.24652777777777,266.898125,398.6652777777778
2010-03-02,991.5697222222223,-3.9872916666666662,67.12902777777778,6.980972222222222,4.573263888888889,2.4077777777777776,2.874791666666667,4.613125,1254.3154166666668,1.7597222222222222,3.207361111111111,242.99166666666667,0.0,0,94.92666666666668,183.77958333333333,272.24118055555556,403.6791666666667
2010-03-03,994.2088194444445,-5.055486111111112,63.93236111111111,6.748402777777778,4.204236111111111,2.5445833333333336,2.634236111111111,4.228680555555555,1260.3147222222224,1.5204166666666667,2.9476388888888887,227.52499999999998,0.0,0,124.81854166666666,237.22354166666668,307.25131944444445,397.6409722222222
2010-03-04,990.3122222222222,-6.022847222222222,75.38347222222222,5.291388888888889,3.9042361111111115,1.387361111111111,2.4561111111111114,3.9425000000000003,1270.8902083333332,1.6669444444444443,2.852986111111111,138.92090277777777,0.2,2000,110.76451388888889,203.0001388888889,309.395,405.33124999999995
2010-03-05,993.512013888889,-9.768958333333334,61.80972222222223,4.798680555555555,2.9190277777777776,1.879861111111111,1.8295833333333331,2.9378472222222225,1281.2127083333335,2.0574305555555554,3.808333333333333,255.67048611111113,0.0,190,119.18583333333332,224.59368055555558,322.50618055555555,397.125
2010-03-06,990.3961111111112,-6.9354861111111115,80.91548611111111,4.562083333333334,3.696458333333333,0.8660416666666666,2.3275694444444444,3.7363888888888885,1279.8608333333332,4.733611111111111,6.919652777777777,92.53,1.1,28840,67.72409722222223,139.89694444444444,169.45777777777778,400.7701388888889
2010-03-07,1003.7638888888889,-9.114027777777778,71.79576388888889,4.368888888888889,3.0689583333333332,1.3002083333333332,1.904097222222222,3.057777777777778,1300.5959027777778,1.8189583333333335,2.9136805555555556,58.047777777777775,0.0,1760,149.9173611111111,282.4846527777778,301.0132638888889,403.4166666666667
2010-03-08,999.3589583333334,-7.418611111111111,77.28173611111112,4.581458333333334,3.5160416666666667,1.065763888888889,2.191666666666667,3.5188194444444445,1291.5743055555556,1.7515277777777778,2.7432638888888885,96.89319444444445,0.7000000000000001,14810,114.18631944444444,222.2770138888889,283.1617361111111,405.9402777777778
2010-03-09,999.5711805555555,-10.721180555555556,69.62923611111111,4.113819444444444,2.7104166666666667,1.4022916666666667,1.68875,2.712152777777778,1300.3215277777776,2.399236111111111,3.6355555555555554,69.56145833333333,0.0,0,163.73611111111111,305.2136111111111,317.7013888888889,409.19930555555555
2010-03-10,997.402638888889,-9.511041666666666,60.43715277777778,5.095694444444444,2.988680555555556,2.1069444444444443,1.8665972222222225,2.9974305555555554,1283.924861111111,3.404513888888889,5.0925,48.50194444444444,0.0,0,152.64673611111112,285.07180555555556,304.55909722222225,408.2763888888889
2010-03-11,990.2350694444444,-6.8075,79.36729166666666,4.677013888888889,3.670694444444445,1.0060416666666667,2.308263888888889,3.7068749999999997,1278.417638888889,2.726319444444444,4.189861111111111,67.3592361111111,0.0,0,126.57444444444445,237.08430555555555,275.4582638888889,406.55625
2010-03-12,988.7970138888888,-2.891388888888889,79.08715277777777,6.446736111111111,4.973472222222222,1.4735416666666667,3.1345833333333335,5.029375,1256.67875,1.890625,3.5942361111111114,227.34027777777777,0.6000000000000001,17590,73.73409722222222,156.51527777777778,168.51527777777778,402.69166666666666
2010-03-13,991.5843749999999,-1.391736111111111,75.86229166666666,7.292986111111111,5.521111111111111,1.771875,3.4701388888888887,5.5675,1250.7877777777778,2.556875,5.403819444444444,255.66250000000002,0.0,10060,45.359513888888884,98.18361111111112,141.87854166666665,396.73333333333335
2010-03-14,989.9397222222223,-0.5085416666666667,74.8729861111111,7.932777777777777,5.887291666666666,2.0458333333333334,3.707430555555556,5.947013888888889,1243.334513888889,3.1983333333333333,6.4279166666666665,251.89305555555555,3.8,16770,55.346111111111114,117.19729166666667,145.5970138888889,395.7631944444445
2010-03-15,991.4136805555556,-2.269236111111111,75.915,6.912916666666667,5.257708333333333,1.655138888888889,3.3065277777777777,5.305486111111112,1254.6265972222222,2.6197222222222223,5.019861111111111,252.5861111111111,1.4000000000000001,23180,88.52277777777778,180.95493055555553,238.56173611111112,394.5090277777778
2010-03-16,994.9898611111112,-1.4560416666666667,75.58305555555555,7.342847222222222,5.527361111111111,1.8155555555555556,3.46375,5.557430555555555,1254.6705555555554,1.6229166666666666,3.390486111111111,216.11402777777778,1.2,17710,74.11152777777778,151.88326388888888,217.17291666666668,395.17569444444445
2010-03-17,998.0840277777778,-0.6390277777777778,64.39298611111111,9.34375,5.830902777777777,3.5132638888888885,3.641736111111111,5.842222222222222,1243.9270833333333,2.7171527777777778,4.414444444444444,215.70902777777778,0.0,310,103.19715277777777,204.66395833333334,253.50284722222224,399.76666666666665
2010-03-18,996.1918055555556,-1.1961805555555556,59.18305555555556,10.90875,5.6073611111111115,5.300763888888889,3.5084027777777775,5.6286805555555555,1235.3017361111113,1.7721527777777777,2.9588888888888887,189.7076388888889,0.0,0,172.87069444444444,329.84208333333333,350.436875,407.0513888888889
2010-03-19,991.1816666666667,2.5499305555555556,60.98708333333333,12.889305555555556,7.436180555555556,5.453402777777778,4.681041666666667,7.503402777777778,1216.0838194444445,3.1488194444444444,4.917291666666667,188.28854166666667,0.0,0,133.72736111111112,266.693125,326.3898611111111,405.6826388888889
2010-03-20,985.2877777777778,7.374930555555555,74.85715277777778,13.924305555555556,10.36173611111111,3.5622222222222226,6.568611111111111,10.517430555555556,1200.218472222222,4.764861111111111,7.015902777777778,201.25916666666666,1.3,14280,118.57374999999999,244.03666666666666,321.185625,399.89930555555554
2010-03-21,985.9665277777777,8.232916666666666,83.09930555555555,13.302083333333334,10.940763888888888,2.3605555555555555,6.932638888888889,11.099305555555555,1203.531736111111,3.2241666666666666,5.187430555555555,232.28263888888887,5.6000000000000005,19860,65.28319444444445,139.88208333333333,193.73909722222223,397.80277777777775
2010-03-22,995.1927777777778,4.359791666666666,79.72541666666667,10.87638888888889,8.380972222222221,2.4949305555555554,5.255347222222222,8.422152777777777,1230.008263888889,1.01625,1.6809027777777779,146.90791666666667,0.0,19360,116.43722222222222,233.64402777777775,320.1225694444445,-1980.1895833333333
2010-03-23,993.0057638888889,3.737013888888889,77.39979166666666,10.859305555555556,7.999722222222222,2.859236111111111,5.026527777777778,8.055763888888889,1227.5872916666667,1.0836805555555555,2.143125,156.9702777777778,0.0,20330,158.638125,311.2152083333333,394.4011805555555,-9999.0
2010-03-24,988.9153472222222,2.3028472222222223,66.05222222222223,12.837847222222223,7.247083333333332,5.591180555555556,4.571041666666667,7.329027777777778,1216.3763888888889,1.8819444444444444,3.0675694444444446,177.1134027777778,0.0,0,178.18979166666665,344.0672222222222,372.9472916666666,-9999.0
2010-03-25,983.1955555555555,4.019652777777778,57.18763888888889,15.831249999999999,8.162083333333333,7.668958333333332,5.180138888888889,8.302083333333334,1193.446875,2.0988194444444446,3.3070833333333334,181.52083333333334,0.0,0,185.68916666666667,360.57604166666664,381.1411805555556,-4624.371527777777
2010-03-26,979.1086111111113,4.359791666666666,63.16833333333333,15.172569444444443,8.360208333333333,6.812708333333333,5.328125,8.538958333333333,1192.0989583333333,2.526736111111111,4.348402777777777,199.58749999999998,6.5,10320,170.75201388888888,336.5440277777777,394.52979166666665,-9999.0
2010-03-27,979.5670138888888,3.145625,74.21534722222222,10.468194444444444,7.666944444444444,2.801111111111111,4.882569444444445,7.8270833333333325,1212.0706944444444,2.6875,4.330208333333333,216.56430555555553,0.4,3140,78.07666666666667,160.71041666666667,242.48513888888888,-9999.0
2010-03-28,982.2405555555556,2.604722222222222,70.81645833333333,10.615208333333333,7.376805555555555,3.238125,4.6847916666666665,7.510625,1214.8815277777778,3.6094444444444442,5.898680555555555,206.70854166666666,0.0,670,116.90854166666668,236.64993055555553,326.2101388888889,-7419.0583333333325
2010-03-29,979.3140972222222,6.460625,85.82576388888889,11.43611111111111,9.688541666666667,1.7479861111111112,6.177222222222222,9.893680555555555,1205.5304166666667,2.9795833333333333,4.489375,194.8921527777778,2.7,23260,71.76381944444444,157.9673611111111,191.20277777777778,-4655.9631944444445
2010-03-30,971.3307638888889,6.492430555555555,73.25826388888889,14.484375,9.706944444444444,4.777222222222222,6.2399305555555555,9.993472222222222,1183.1905555555556,2.3316666666666666,3.7811805555555558,184.30763888888887,2.5,7970,140.78909722222224,286.37097222222224,355.12875,403.12569444444443
2010-03-31,975.2996527777777,1.603611111111111,68.90958333333333,10.239513888888888,6.931805555555556,3.3072916666666665,4.434444444444444,7.109166666666667,1208.6753472222222,3.841041666666667,5.702916666666667,210.61111111111111,0.5,4280,136.16743055555557,271.23645833333336,335.47791666666666,394.9291666666667
2010-04-01,983.54125,-2.6134027777777775,58.99618055555556,8.905625,5.067361111111111,3.8388888888888886,3.211597222222222,5.153402777777778,1228.7603472222222,3.609236111111111,5.473402777777777,220.14791666666667,0.0,670,152.17416666666668,295.8599305555556,333.63979166666667,395.61319444444445
2010-04-02,989.4902083333333,-4.244513888888889,57.75381944444444,8.792569444444444,4.501319444444444,4.290486111111111,2.8339583333333334,4.54875,1239.5869444444443,1.7296527777777777,2.8980555555555556,182.14555555555555,0.0,0,214.6920138888889,410.21,443.83680555555554,401.4736111111111
2010-04-03,985.408263888889,0.15249999999999997,64.68923611111111,10.038125,6.287361111111111,3.7506944444444446,3.979652777777778,6.381458333333333,1224.9738888888887,2.198194444444445,3.4741666666666666,190.11770833333333,0.0,1040,140.59041666666667,282.52993055555555,365.4004861111111,399.8381944444444
2010-04-04,984.5893055555555,1.887013888888889,64.99638888888889,11.2375,7.026041666666667,4.211041666666667,4.45125,7.136805555555556,1214.6890972222222,3.2275694444444443,4.973055555555556,193.00875,0.0,0,136.48270833333333,271.8641666666667,384.27694444444444,401.4506944444445
2010-04-05,996.8502083333333,0.6476388888888889,65.96347222222222,9.884444444444444,6.416666666666667,3.4683333333333333,4.014236111111111,6.438402777777778,1237.8525,1.7028472222222222,3.3191666666666664,239.23236111111112,0.0,1370,92.45604166666666,188.26493055555557,276.4611111111111,397.6402777777778
